Name,Win rate,Loss rate,Team,Games Played,Average Goals,Average Headed goals,Average Penalties scored,Average Freekicks scored,Average Assists,Average Shots,Average Shots on target,Average Hit woodworks,Average Big chances missed,Average Passes,Average Big chances created,Average Yellow cards,Average Red cards,Average Fouls,Average Offsides
Gianluca Scamacca,0.25,0.625,West Ham United,16,0.1875,0.0,0.0,0.0,0.0,1.875,0.625,0.0,0.1875,10.9375,0.0625,0.1875,0.0,1.0,0.375
Maxwel Cornet,0.17142857142857143,0.5142857142857142,West Ham United,35,0.2571428571428571,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,1.4857142857142858,0.6857142857142857,0.02857142857142857,0.2,11.914285714285715,0.05714285714285714,0.05714285714285714,0.0,0.6285714285714286,0.8571428571428571
Divin Mubama,0.0,1.0,West Ham United,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Danny Ings,0.3282828282828283,0.4292929292929293,West Ham United,198,0.35353535353535354,0.045454545454545456,0.050505050505050504,0.0,0.09595959595959595,2.0454545454545454,0.8383838383838383,0.0707070707070707,0.21212121212121213,15.141414141414142,0.10101010101010101,0.09595959595959595,0.0,0.6868686868686869,0.4292929292929293
Danny Ings,0.3282828282828283,0.4292929292929293,West Ham United,198,0.35353535353535354,0.045454545454545456,0.050505050505050504,0.0,0.09595959595959595,2.0454545454545454,0.8383838383838383,0.0707070707070707,0.21212121212121213,15.141414141414142,0.10101010101010101,0.09595959595959595,0.0,0.6868686868686869,0.4292929292929293
Pedro Neto,0.3333333333333333,0.3793103448275862,Wolverhampton Wanderers,87,0.10344827586206896,0.0,0.0,0.0,0.11494252873563218,1.2528735632183907,0.39080459770114945,0.022988505747126436,0.10344827586206896,20.977011494252874,0.22988505747126436,0.13793103448275862,0.0,0.5287356321839081,0.12643678160919541
Raul Jimenez,0.38345864661654133,0.3609022556390977,Wolverhampton Wanderers,133,0.3007518796992481,0.06766917293233082,0.05263157894736842,0.0,0.13533834586466165,2.4962406015037595,0.8571428571428571,0.06766917293233082,0.2556390977443609,24.23308270676692,0.2556390977443609,0.09022556390977443,0.015037593984962405,1.0751879699248121,0.6541353383458647
Chiquinho,0.25,0.5,Wolverhampton Wanderers,8,0.0,0.0,0.0,0.0,0.375,0.625,0.25,0.0,0.125,9.375,0.25,0.0,0.0,1.125,0.0
Adama Traore,0.2978723404255319,0.43617021276595747,Wolverhampton Wanderers,188,0.05319148936170213,0.005319148936170213,0.0,0.0,0.0797872340425532,0.8404255319148937,0.24468085106382978,0.03723404255319149,0.047872340425531915,14.585106382978724,0.13829787234042554,0.0425531914893617,0.0,0.7872340425531915,0.18617021276595744
Hwang Hee-Chan,0.37254901960784315,0.45098039215686275,Wolverhampton Wanderers,51,0.13725490196078433,0.0,0.0,0.0,0.0392156862745098,0.7058823529411765,0.35294117647058826,0.0,0.0784313725490196,16.0,0.058823529411764705,0.058823529411764705,0.0,0.8431372549019608,0.058823529411764705
Sasa Kalajdzic,1.0,0.0,Wolverhampton Wanderers,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
Diego Costa,0.5794392523364486,0.2336448598130841,Wolverhampton Wanderers,107,0.4953271028037383,0.04672897196261682,0.009345794392523364,0.0,0.14953271028037382,2.616822429906542,1.1121495327102804,0.06542056074766354,0.29906542056074764,25.42056074766355,0.12149532710280374,0.2616822429906542,0.009345794392523364,1.3364485981308412,0.9158878504672897
Matheus Cunha,0.46153846153846156,0.23076923076923078,Wolverhampton Wanderers,13,0.15384615384615385,0.0,0.0,0.0,0.0,1.8461538461538463,0.5384615384615384,0.0,0.07692307692307693,14.384615384615385,0.07692307692307693,0.07692307692307693,0.0,1.3846153846153846,0.23076923076923078
